,List_Price ,List_Price .1,beds,baths,sq_ft
885,"1431 W Leland Ave # G Chicago, IL 60640",115000.0,1.0,1.0,800.0
886,"515 W Wrightwood Ave Apt 302 Chicago, IL 60614",235000.0,1.0,1.0,800.0
887,"520 W Huron St Apt 302 Chicago, IL 60654",305000.0,1.0,1.0,800.0
888,"497 Sheridan Rd Evanston, IL 60202",142000.0,1.0,1.0,800.0
889,"6036 N Kenmore Ave # 2 Chicago, IL 60660",185000.0,1.0,1.0,800.0
890,"1629 W Lawrence Ave # 2 Chicago, IL 60640",187000.0,1.0,1.0,800.0
891,"3550 N Lake Shore Dr Apt 824 Chicago, IL 60657",182500.0,1.0,1.5,796.0
892,"5469 S Ingleside Ave Apt 3S Chicago, IL 60615",170000.0,2.0,1.0,790.0
893,"30 E Huron St Apt 1110 Chicago, IL 60611",315000.0,1.0,1.0,782.0
894,"6030 N Sheridan Rd Apt 311 Chicago, IL 60660",10000.0,1.0,1.0,780.0
895,"630 W Waveland Ave Apt 4B Chicago, IL 60613",220000.0,1.0,1.0,780.0
896,"9418 Kelvin Ln Apt 3273 Schiller Park, IL 60176",133000.0,2.0,1.0,770.0
897,"645 N Kingsbury St Apt 2303 Chicago, IL 60654",300000.0,1.0,1.5,750.0
898,"30 E Elm St Apt 8E Chicago, IL 60611",210000.0,1.0,1.0,750.0
899,"1545 W Chase Ave # 2A Chicago, IL 60626",104000.0,1.0,1.0,750.0
900,"1212 N La Salle Dr Apt 609 Chicago, IL 60610",239000.0,1.0,1.0,750.0
901,"3930 N Pine Grove Ave Apt 1205 Chicago, IL 60613",155000.0,1.0,1.0,750.0
902,"474 N Lake Shore Dr Apt 3010 Chicago, IL 60611",271500.0,1.0,1.0,741.0
903,"445 W Wellington Ave Apt 3B Chicago, IL 60657",263000.0,1.0,1.0,735.0
904,"445 W Wellington Ave Apt 4A Chicago, IL 60657",248500.0,1.0,1.0,725.0
905,"30 E Huron St Apt 3106 Chicago, IL 60611",305000.0,1.0,1.0,717.0
906,"182 W Lake St Apt 313 Chicago, IL 60601",211500.0,2.0,1.0,715.0
907,"6700 S South Shore Dr Apt 16E Chicago, IL 60649",52000.0,1.0,1.0,712.0
908,"40 E Delaware Pl Apt 1604 Chicago, IL 60611",225000.0,1.0,1.0,705.0
909,"1101 Harlem Ave Apt 304 Forest Park, IL 60130",115000.0,2.0,1.0,700.0
910,"3037 W Montrose Ave Apt 2D Chicago, IL 60618",152000.0,2.0,1.0,700.0
911,"3037 W Montrose Ave Apt 2A Chicago, IL 60618",148000.0,2.0,1.0,700.0
912,"18361 Glen Oak Ave Apt 2B Lansing, IL 60438",35000.0,2.0,1.0,700.0
913,"653 Chappel Ave # 1B Calumet City, IL 60409",50000.0,2.0,1.0,700.0
914,"7337 S South Shore Dr Apt 1030 Chicago, IL 60649",38000.0,2.0,1.0,700.0
915,"701 S Wells St Apt 1707 Chicago, IL 60607",229000.0,1.0,1.0,700.0
916,"758 N Larrabee St Apt 632 Chicago, IL 60654",259000.0,1.0,1.0,700.0
917,"14740 Kilpatrick Ave Apt 5W Midlothian, IL 60445",61500.0,1.0,1.0,700.0
918,"2020 N Lincoln Park W Apt 24C Chicago, IL 60614",270000.0,1.0,1.0,700.0
919,"4063 N Sheridan Rd # 1G Chicago, IL 60613",113000.0,1.0,1.0,700.0
920,"655 W Irving Park Rd Apt 3107 Chicago, IL 60613",169500.0,1.0,1.0,700.0
921,"8845 Lamon Ave Apt 3N Skokie, IL 60077",101000.0,1.0,1.0,700.0
922,"7061 N Kedzie Ave Ste 1109 Chicago, IL 60645",85000.0,1.0,1.0,692.0
923,"586 Fairway View Dr Apt 3C Wheeling, IL 60090",86000.0,1.0,1.0,679.0
924,"290 N Westgate Rd Apt 108 Mount Prospect, IL 60056",101000.0,1.0,1.0,675.0
925,"58 Forest Ave Apt 2S Riverside, IL 60546",80000.0,1.0,1.0,654.0
926,"400 E Randolph St Apt 3711 Chicago, IL 60601",763000.0,2.0,2.0,650.0
927,"111 W Maple St Apt 3411 Chicago, IL 60610",225000.0,1.0,1.0,650.0
928,"1849 W Greenleaf Ave Apt 1S Chicago, IL 60626",120000.0,1.0,1.0,650.0
929,"65 E Cedar St Apt 1A Chicago, IL 60611",205000.0,1.0,1.0,650.0
930,"2909 N Sheridan Rd Apt 505 Chicago, IL 60657",154000.0,1.0,1.0,650.0
931,"1545 W Chase Ave Apt 308 Chicago, IL 60626",118500.0,1.0,1.0,645.0
932,"4513 S Laflin St Chicago, IL 60609",20000.0,2.0,2.0,644.0
933,"30 E Huron St Apt 1003 Chicago, IL 60611",260000.0,1.0,1.0,643.0
934,"233 E Erie St Apt 1907 Chicago, IL 60611",170000.0,1.0,1.0,633.0
935,"6937 W 64th Pl Apt 9 Chicago, IL 60638",65500.0,1.0,1.0,630.0
936,"7449 Washington St Apt 403 Forest Park, IL 60130",73500.0,1.0,1.0,613.0
937,"11 King Arthur Ct Apt 4 Northlake, IL 60164",53000.0,1.0,1.0,600.0
938,"8845 Lamon Ave Apt 2N Skokie, IL 60077",99000.0,1.0,1.0,582.0
939,"10810 S Albany Ave Chicago, IL 60655",105000.0,2.0,1.0,580.0
940,"182 W Lake St Apt 507 Chicago, IL 60601",182500.0,1.0,1.0,546.0
941,"4709 N Virginia Ave Apt 3C Chicago, IL 60625",132000.0,1.0,1.0,500.0
942,"530 W Barry Ave Apt 5D Chicago, IL 60657",150000.0,1.0,1.0,500.0
943,"5960 N Winthrop Ave Apt 2W Chicago, IL 60660",1615000.0,1.0,1.0,500.0
