Address ,List_Price ,
"652 W Melrose St # 1 Chicago, IL 60657","$552,500 ",
"14424 Drexel Ave Dolton, IL 60419","$49,000 ",
"8623 S Bishop St Chicago, IL 60620","$250,000 ",
"811 Woodglen Ln Lemont, IL 60439","$250,000 ",
"4642 Linden Ave Glenview, IL 60025","$249,000 ",
"814 Derbyshire Ln Prospect Heights, IL 60070","$108,500 ",
"5617 W 23rd Pl Cicero, IL 60804","$71,000 ",
"100 E Walton St Apt 16H Chicago, IL 60611","$405,000 ",
"2815 Lexington Dr Hazel Crest, IL 60429","$180,000 ",
"16352 Kenwood Ave South Holland, IL 60473","$359,000 ",
"201 E 13th St Chicago Heights, IL 60411","$132,000 ",
"4950 N Marine Dr Apt 707 Chicago, IL 60640","$175,000 ",
"144 S Forest Ave Palatine, IL 60074","$413,000 ",
"5300 S Shore Dr Apt 36 Chicago, IL 60615","$260,000 ",
"7722 S Champlain Ave Chicago, IL 60619","$525,000 ",
"4227 N Ozanam Ave Norridge, IL 60706","$117,500 ",
"2061 Valor Ct Glenview, IL 60026","$230,000 ",
"5829 Lynwood Dr Oak Lawn, IL 60453","$505,000 ",
"428 S Maple Ave Apt 1N Oak Park, IL 60302","$185,000 ",
"345 N Canal St Apt 502 Chicago, IL 60606","$580,000 ",
"3001 S Michigan Ave Unit 902 Chicago, IL 60616","$180,000 ",
"9349 178th St Tinley Park, IL 60487","$100,000 ",
"16210 Lockwood Ave Oak Forest, IL 60452","$152,000 ",
"709 Blue Ridge Dr Streamwood, IL 60107","$532,500 ",
"14647 Greenwood Rd Dolton, IL 60419","$72,000 ",
"600 N Christiana Ave Chicago, IL 60624","$68,000 ",
"801 S Plymouth Ct Unit F Chicago, IL 60605","$138,000 ",
"4336 S Greenwood Ave Chicago, IL 60653","$80,500 ",
"305 Windsor St Park Forest, IL 60466","$750,000 ",
"4501 S Richmond St Chicago, IL 60632","$380,000 ",
"1927 W Morse Ave Chicago, IL 60626","$165,000 ",
"2428 Erie St River Grove, IL 60171","$44,000 ",
"5555 S Everett Ave Apt B3-4 Chicago, IL 60637","$230,000 ",
"5415 N Sheridan Rd Apt 1114 Chicago, IL 60640","$123,000 ",
"2620 W 89th Pl Evergreen Park, IL 60805","$235,000 ",
"5236 N Kenmore Ave # 1s Chicago, IL 60640","$250,000 ",
"155 Warwick St Park Forest, IL 60466","$238,000 ",
"1313 Norwell Ln Schaumburg, IL 60193","$146,000 ",
"280 Harvard St Des Plaines, IL 60016","$199,000 ",
"9730 Koch Ct Unit 1B Orland Park, IL 60467","$500,000 ",
"2013 Dobson St Evanston, IL 60202","$510,000 ",
"175 E Delaware Pl Apt 6012 Chicago, IL 60611","$125,500 ",
"8640 S Muskegon Ave Chicago, IL 60617","$893,000 ",
"1041 Ridge Rd Unit 220 Wilmette, IL 60091","$295,000 ",
"13 Graymoor Ln Olympia Fields, IL 60461","$580,000 ",
"1526 Carson Ct Homewood, IL 60430","$567,500 ",
"4530 W 93rd St Apt 3F Oak Lawn, IL 60453","$43,000 ",
"136 S Ash St Palatine, IL 60067","$349,000 ",
"609 S Highland Ave Arlington Heights, IL 60005","$260,000 ",
"192 Grove Ave Unit A Des Plaines, IL 60016","$375,000 ",
"2521 W Congress Pkwy Apt 4 Chicago, IL 60612","$290,000 ",
"370 Prairie Ave Calumet City, IL 60409","$292,500 ",
"2310 S 14th Ave North Riverside, IL 60546","$212,000 ",
"517 W 43rd St Chicago, IL 60609","$155,000 ",
"860 Marion Way Chicago Heights, IL 60411","$510,000 ",
"1320 N Wolcott Ave Apt 1 Chicago, IL 60622","$325,000 ",
"208 N Oak Park Ave Apt 3HH Oak Park, IL 60302","$325,000 ",
"2916 W Rosemont Ave Apt 1 Chicago, IL 60659","$236,000 ",
"57 E Delaware Pl Apt 3005 Chicago, IL 60611","$180,000 ",
"347 Arbor Glen Blvd Schaumburg, IL 60195","$235,000 ",
"114 Lincoln Ave Apt 1A Riverside, IL 60546","$210,000 ",
"1434 N Laramie Ave Chicago, IL 60651","$155,000 ",
"2300 W Wabansia Ave Apt 339 Chicago, IL 60647","$335,000 ",
"13016 S Exchange Ave Chicago, IL 60633","$280,000 ",
"1943 Thornwood Ln Northbrook, IL 60062","$240,000 ",
"9710 S Avenue L Chicago, IL 60617","$214,000 ",
"105 W Thomas St Arlington Heights, IL 60004","$410,000 ",
"530 N Lake Shore Dr Chicago, IL 60611","$242,000 ",
"722 N Helgesen St Palatine, IL 60074","$750,000 ",
"330 Newberry Ave La Grange Park, IL 60526","$217,000 ",
"5331 W Berteau Ave Chicago, IL 60641","$850,000 ",
"4014 Rose Ave Lyons, IL 60534","$246,000 ",
"2740 E Woodbury Dr Arlington Heights, IL 60004","$360,000 ",
"120 Willow Rd Wheeling, IL 60090","$375,000 ",
"848 W Gunnison St # 35 Chicago, IL 60640","$535,000 ",
"3409 N Troy St Chicago, IL 60618","$472,000 ",
"10634 S Aberdeen St Chicago, IL 60643","$363,000 ",
"7406 N Oketo Ave Chicago, IL 60631","$413,000 ",
"2317 N Merrimac Ave Chicago, IL 60639","$885,000 ",
"32 Aegina Dr Tinley Park, IL 60477","$200,000 ",
"1104 S Knight Ave Park Ridge, IL 60068","$203,000 ",
"7306 S Damen Ave Chicago, IL 60636","$289,000 ",
"904 N Leamington Ave Chicago, IL 60651","$319,000 ",
"8246 S May St Chicago, IL 60620","$137,500 ",
"5620 S Ashland Ave Chicago, IL 60636","$116,000 ",
"1734 W 103rd St Chicago, IL 60643","$88,000 ",
"2300 W Wabansia Ave Apt 205 Chicago, IL 60647","$115,000 ",
"1100 W Adams St Unit 2N Chicago, IL 60607","$247,500 ",
"617 Freeland Ave Calumet City, IL 60409","$278,000 ",
"640 E 50th St # 3W Chicago, IL 60615","$120,000 ",
"222 E Pearson St Apt 1901 Chicago, IL 60611","$175,000 ",
"502 W Huntington Commons Rd Apt 138 Mount Prospect, IL 60056","$265,000 ",
"978 E Lilac Dr Palatine, IL 60074","$288,000 ",
"6217 N Nagle Ave Chicago, IL 60646","$545,000 ",
"1307 W Schubert Ave Chicago, IL 60614","$110,000 ",
"3624 S Calumet Ave # 1 Chicago, IL 60653","$225,000 ",
"9717 S Lowe Ave Chicago, IL 60628","$628,000 ",
"1120 W Talcott Rd Park Ridge, IL 60068","$177,000 ",
"129 Woodside Rd Riverside, IL 60546","$184,000 ",
"1445 N Harlem Ave Apt A Oak Park, IL 60302","$295,000 ",
"11200 S Oak Park Ave Worth, IL 60482","$137,500 ",
"1224 W Wrightwood Ave Chicago, IL 60614","$2,900,000 ",
"713 S Spring Ave La Grange, IL 60525","$166,000 ",
"9702 Oak Park Ave Chicago Ridge, IL 60415","$164,000 ",
"15723 Ellis Ave Dolton, IL 60419","$20,000 ",
"425 W Dickens Ave Apt C Chicago, IL 60614","$22,500 ",
"2046 W Arthur Ave Apt 1 Chicago, IL 60645","$113,500 ",
"2109 E Old Hicks Rd Palatine, IL 60074","$626,000 ",
"9317 Ogden Ave Brookfield, IL 60513","$978,000 ",
"1421 Sherman Ave Apt 404 Evanston, IL 60201","$239,000 ",
"1856 N Howe St Chicago, IL 60614","$335,000 ",
"18841 Carson Dr Homewood, IL 60430","$345,000 ",
"3031 Lawrence Cres Flossmoor, IL 60422","$320,000 ",
"2939 Bob O Link Rd Flossmoor, IL 60422","$274,000 ",
"2249 Willow Rd Homewood, IL 60430","$125,000 ",
"228 S Waiola Ave La Grange, IL 60525","$412,500 ",
"15 Ruffled Feathers Dr Lemont, IL 60439","$115,000 ",
"1493 N Winslowe Dr Apt 103 Palatine, IL 60074","$585,000 ",
"14613 Kildare Ave Midlothian, IL 60445","$132,000 ",
"2414 West St River Grove, IL 60171","$172,000 ",
"7751 S Spaulding Ave Chicago, IL 60652","$135,000 ",
"4605 W 89th Pl Hometown, IL 60456","$599,500 ",
"91 Santa Fe Ct Willow Springs, IL 60480","$240,000 ",
"717 Chicago Rd Chicago Heights, IL 60411","$75,000 ",
"57 Pheasant Rd Matteson, IL 60443","$49,000 ",
"164 Monee Rd Park Forest, IL 60466","$194,500 ",
"3 Loblolly Ct Lemont, IL 60439","$390,000 ",
"604 N Maple St Prospect Heights, IL 60070","$295,000 ",
"8996 Kennedy Dr Apt 1F Des Plaines, IL 60016","$139,500 ",
"6630 S Brainard Ave Apt 207 Countryside, IL 60525","$75,500 ",
"200 E Delaware Pl Apt 24A Chicago, IL 60611","$800,000 ",
"1608 W Johanna Ter Arlington Heights, IL 60005","$173,000 ",
"500 Paris Ln Hoffman Estates, IL 60169","$169,000 ",
"290 Homewood Ct Chicago Heights, IL 60411","$212,500 ",
"56 Romiga Ln Palos Park, IL 60464","$178,000 ",
"6006 159th St # 8A Oak Forest, IL 60452","$950,000 ",
"411 N Dwyer Ave Arlington Heights, IL 60005","$235,000 ",
"621 S Lombard Ave Oak Park, IL 60304","$205,000 ",
"3903 Forest Ave Western Springs, IL 60558","$865,000 ",
"32 E Lyndale Ave Northlake, IL 60164","$235,000 ",
"6142 W Leland Ave # 2 Chicago, IL 60630","$235,000 ",
"1209 Garden Ct Prospect Heights, IL 60070","$91,000 ",
"6006 W Grace St Chicago, IL 60634","$174,500 ",
"14315 Dante Ave Dolton, IL 60419","$122,000 ",
"122 S Home Ave Park Ridge, IL 60068","$124,000 ",
"1331 Good Ave Park Ridge, IL 60068","$174,500 ",
"1638 Gardner Rd Westchester, IL 60154","$277,000 ",
"1379 Price Ave Calumet City, IL 60409","$390,000 ",
"15826 Lexington Ave Harvey, IL 60426","$465,000 ",
"3731 N Oconto Ave Chicago, IL 60634","$92,000 ",
"321 Onarga St Park Forest, IL 60466","$230,000 ",
"3336 Arthur Ave Brookfield, IL 60513","$241,000 ",
"7639 N Eastlake Ter Apt 2E Chicago, IL 60626","$171,500 ",
"1636 N Wells St Apt 2701 Chicago, IL 60614","$1,970,000 ",
"17046 Chicago Ave Lansing, IL 60438","$208,000 ",
"5112 W North Ave Chicago, IL 60639","$170,000 ",
"906 N Beverly Ln Arlington Heights, IL 60004","$174,500 ",
"400 E Randolph St Apt 3507 Chicago, IL 60601","$440,000 ",
"5234 W 25th Pl Cicero, IL 60804","$300,000 ",
"1207 S Old Wilke Rd Apt 306 Arlington Heights, IL 60005","$36,000 ",
"8010 Iroquois Trce Tinley Park, IL 60477","$172,500 ",
"33 W Ontario St Apt 17H Chicago, IL 60654","$172,500 ",
"3024 W Bloomingdale Ave Chicago, IL 60647","$238,000 ",
"6242 Kallsen Dr Unit 2 Tinley Park, IL 60477","$110,000 ",
"1645 W Pratt Blvd Apt 2A Chicago, IL 60626","$97,000 ",
"3235 N Central Park Ave Chicago, IL 60618","$280,000 ",
"14529 S Atlantic Ave Riverdale, IL 60827","$377,500 ",
"1115 E Mayfair Rd Arlington Heights, IL 60004","$232,000 ",
"5859 Allemong Dr Matteson, IL 60443","$235,000 ",
"6838 S South Shore Dr Apt 3 Chicago, IL 60649","$299,000 ",
"6162 Heron Dr Oak Forest, IL 60452","$505,000 ",
"3718 N Kenmore Ave # 101 Chicago, IL 60613","$540,000 ",
"1501 N State Pkwy Apt 16C Chicago, IL 60610","$855,000 ",
"240 E Illinois St Apt 2211 Chicago, IL 60611","$195,000 ",
"9111 W 121st St Palos Park, IL 60464","$251,000 ",
"4118 Picardy Dr Northbrook, IL 60062","$31,000 ",
"1242 Franklin Ave Chicago Heights, IL 60411","$3,200,000 ",
"2733 N Elm Ln Arlington Heights, IL 60004","$440,000 ",
"585 Windsor Rd Inverness, IL 60067","$110,000 ",
"6031 N Kilpatrick Ave Chicago, IL 60646","$210,000 ",
"426 S 15th Ave Maywood, IL 60153","$535,000 ",
"2232 Techny Rd Northbrook, IL 60062","$114,000 ",
"1679 Dublin Ct Inverness, IL 60067","$170,000 ",
"602 S Fairview Ave Park Ridge, IL 60068","$352,000 ",
"514 Ashbury Ln Lemont, IL 60439","$161,000 ",
"3119 Dell Pl Glenview, IL 60025","$434,000 ",
"2440 Illinois Rd Northbrook, IL 60062","$700,000 ",
"12314 S Normal Ave Chicago, IL 60628","$220,000 ",
"204 E Beech Dr Schaumburg, IL 60193","$275,000 ",
"11831 S Prairie Ave Chicago, IL 60628","$170,000 ",
"16452 Laura Ln Oak Forest, IL 60452","$165,000 ",
"7719 S Honore St Chicago, IL 60620","$250,000 ",
"8612 S Manistee Ave # 1 Chicago, IL 60617","$400,000 ",
"725 Wenonah Ave Oak Park, IL 60304","$323,000 ",
"1705 N 78th Ct Elmwood Park, IL 60707","$210,000 ",
"1917 N 73rd Ct Elmwood Park, IL 60707","$285,000 ",
"1749 Park Ridge Pt Park Ridge, IL 60068","$340,000 ",
"17600 Webster Ct Tinley Park, IL 60487","$111,000 ",
"2808 W Barry Ave # 2E Chicago, IL 60618","$270,000 ",
"8000 S Winchester Ave Chicago, IL 60620","$390,000 ",
"222 N Columbus Dr Apt 509 Chicago, IL 60601","$328,000 ",
"57 E 147th St Harvey, IL 60426","$203,000 ",
"3160 N Clark St Chicago, IL 60657","$345,000 ",
"211 E Ohio St Apt 1617 Chicago, IL 60611","$730,000 ",
"11543 S Justine St Chicago, IL 60643","$450,000 ",
"8211 W Knollwood Dr Palos Park, IL 60464","$645,000 ",
"306 45th Ave Northlake, IL 60164","$324,000 ",
"18923 Lorenz Ave Lansing, IL 60438","$770,000 ",
"1630 Thorn St Chicago Heights, IL 60411","$435,500 ",
"9427 S Hoyne Ave Chicago, IL 60643","$145,500 ",
"458 Jackson Ave Glencoe, IL 60022","$745,000 ",
"514 Austin Ave Park Ridge, IL 60068","$155,500 ",
"5023 W 119th St Alsip, IL 60803","$687,000 ",
"3880 Charlemagne Dr Hoffman Estates, IL 60192","$455,000 ",
"15125 Lilac Ct Orland Park, IL 60462","$539,000 ",
"2133 Central St Apt 2 Evanston, IL 60201","$1,650,000 ",
"474 N Lake Shore Dr Apt 5511 Chicago, IL 60611","$185,000 ",
"2140 N Lincoln Ave Apt 5306 Chicago, IL 60614","$34,000 ",
"16007 Vine Ave Harvey, IL 60426","$430,000 ",
"915 W Dickens Ave Chicago, IL 60614","$33,000 ",
"8218 S Tripp Ave Chicago, IL 60652","$208,000 ",
"1600 S 6th Ave Maywood, IL 60153","$535,000 ",
"1550 Hawthorne Ln Glenview, IL 60025","$839,000 ",
"6021 N Cicero Ave Chicago, IL 60646","$130,000 ",
"6015 N Cicero Ave Chicago, IL 60646","$175,000 ",
"6135 W 94th St Apt A6 Oak Lawn, IL 60453","$379,000 ",
"15 S Throop St Apt 606 Chicago, IL 60607","$456,000 ",
"3006 173rd St Hazel Crest, IL 60429","$525,000 ",
"47 Brookside Dr Lemont, IL 60439","$685,000 ",
"5854 S Nagle Ave Chicago, IL 60638","$1,175,000 ",
"17100 S Park Ave South Holland, IL 60473","$61,000 ",
"4930 Lunt Ave Skokie, IL 60077","$3,600,000 ",
"3643 S Wolcott Ave Chicago, IL 60609","$145,500 ",
"3625 N Pittsburgh Ave Chicago, IL 60634","$50,000 ",
"1502 N Cleveland Ave Chicago, IL 60610","$159,000 ",
"1979 Ammer Ridge Ct Unit 301 Glenview, IL 60025","$978,000 ",
"626 N Kenilworth Ave Oak Park, IL 60302","$978,000 ",
"3057 W Warren Blvd Chicago, IL 60612","$93,000 ",
"26 Monee Rd Park Forest, IL 60466","$350,000 ",
"16225 Lathrop Ave Harvey, IL 60426","$425,000 ",
"15157 Royal Georgian Rd Orland Park, IL 60462","$225,000 ",
"3310 N Neva Ave Chicago, IL 60634","$27,000 ",
"5901 N Sheridan Rd Apt 10K Chicago, IL 60660","$159,000 ",
"6336 S Damen Ave Chicago, IL 60636","$58,000 ",
"3208 Kenilworth Ave Berwyn, IL 60402","$357,000 ",
"915 W 58th St La Grange Highlands, IL 60525","$510,000 ",
"1027 Norwalk Rd Lemont, IL 60439","$225,000 ",
"2 Owen Pl Prospect Heights, IL 60070","$218,000 ",
"2924 W Armitage Ave Chicago, IL 60647","$99,000 ",
"4108 W 103rd St Oak Lawn, IL 60453","$515,000 ",
"3849 W 123rd St Alsip, IL 60803","$275,000 ",
"300 N Stratton Ln Mount Prospect, IL 60056","$674,500 ",
"70 E 18th St Unit 4A Chicago, IL 60616","$230,000 ",
"14940 Oak St Dolton, IL 60419","$16,000 ",
"600 S Spring Ave La Grange, IL 60525","$285,000 ",
"1240 W Borders Dr Palatine, IL 60067","$330,000 ",
"5601 Court Leona Hanover Park, IL 60133","$283,000 ",
"5815 N Sheridan Rd Apt 1111 Chicago, IL 60660","$55,000 ",
"38 Sauk Trl Park Forest, IL 60466","$325,000 ",
"5319 W George St Chicago, IL 60641","$562,500 ",
"1005 S Hamlin Ave Park Ridge, IL 60068","$535,000 ",
"4753 S Ingleside Ave Chicago, IL 60615","$81,000 ",
"10516 S Kedzie Ave Chicago, IL 60655","$750,000 ",
"9334 Kenneth Ave Skokie, IL 60076","$110,000 ",
"507 Argyll Ln Schaumburg, IL 60194","$33,000 ",
"1914 N Hermitage Ave Chicago, IL 60622","$124,500 ",
"655 W Irving Park Rd Apt 2813 Chicago, IL 60613","$130,500 ",
"101 N Euclid Ave Apt 1 Oak Park, IL 60301","$106,000 ",
"3550 N Lake Shore Dr Apt 527 Chicago, IL 60657","$155,000 ",
"1209 Mulford St Apt 2E Evanston, IL 60202","$295,000 ",
"618 Argyle Ave Flossmoor, IL 60422","$53,500 ",
"5543 W 64th Pl Chicago, IL 60638","$2,150,000 ",
"8216 W Norma Ct Niles, IL 60714","$542,500 ",
"1075 Hill Rd Winnetka, IL 60093","$172,500 ",
"640 Winnetka Mews Apt 206 Winnetka, IL 60093","$112,500 ",
"919 Hill Rd Winnetka, IL 60093","$49,000 ",
"536 49th Ave Bellwood, IL 60104","$390,000 ",
"1158 W 47th Pl Chicago, IL 60609","$172,000 ",
"6035 W Montrose Ave Chicago, IL 60634","$180,000 ",
"4020 Carousel Dr Northbrook, IL 60062","$168,000 ",
"1937 N Dayton St # 1F Chicago, IL 60614","$176,500 ",
"1130 Waukegan Rd Northbrook, IL 60062","$173,500 ",
"2905 Stork Ct Rolling Meadows, IL 60008","$320,000 ",
"1921 W Touhy Ave Chicago, IL 60626","$73,000 ",
"4708 W Bryn Mawr Ave Chicago, IL 60646","$73,000 ",
"2922 N New England Ave Chicago, IL 60634","$115,000 ",
"7643 S Wood St Chicago, IL 60620","$305,000 ",
"5045 179th St Country Club Hills, IL 60478","$180,000 ",
"31 Harrison Ln Streamwood, IL 60107","$1,307,500 ",
"1422 White St Des Plaines, IL 60018","$61,000 ",
"3021 W Sunnyside Ave # 2 Chicago, IL 60625","$276,000 ",
"10018 S Sangamon St Chicago, IL 60643","$150,000 ",
"3337 N Kilbourn Ave Chicago, IL 60641","$25,000 ",
"125 S Jefferson St Unit 1008 Chicago, IL 60661","$205,000 ",
"5529 Heritage Ct Western Springs, IL 60558","$180,000 ",
"802 Lake Ave Wilmette, IL 60091","$525,000 ",
"17310 71st Ave Tinley Park, IL 60477","$370,000 ",
"6300 Rio Verde Ave Oak Forest, IL 60452","$370,000 ",
"2803 Wildflower Ct Glenview, IL 60026","$892,500 ",
"2626 N Lakeview Ave Apt 3401 Chicago, IL 60614","$280,000 ",
"Chicago, IL 60634","$303,000 ",
"1840 Fulton Ln Hanover Park, IL 60133","$179,500 ",
"330 N Jefferson St Apt 2001 Chicago, IL 60661","$290,000 ",
"9351 S King Dr Chicago, IL 60619","$215,000 ",
"35 Silo Ridge Rd N Orland Park, IL 60467","$10,000 ",
"5725 S Nordica Ave Chicago, IL 60638","$100,000 ",
"1208 W Newport Ave Chicago, IL 60657","$570,000 ",
"45 Brookside Dr Lemont, IL 60439","$335,000 ",
"209 Kazwell St Willow Springs, IL 60480","$215,000 ",
"180 E Pearson St Apt 6901 Chicago, IL 60611","$430,000 ",
"6237 Birmingham St Chicago Ridge, IL 60415","$415,000 ",
"10602 S Longwood Dr Chicago, IL 60643","$318,000 ",
"10715 Millers Way Orland Park, IL 60467","$375,000 ",
"13889 Creek Crossing Dr Orland Park, IL 60467","$535,000 ",
"104 Prospect Ct Prospect Heights, IL 60070","$235,000 ",
"50 Highland Rd Inverness, IL 60067","$385,000 ",
"2016 Sherman Ave Apt 1E Evanston, IL 60201","$2,010,000 ",
"3310 Hopkins St Steger, IL 60475","$235,000 ",
"622 W Schubert Ave Chicago, IL 60614","$510,000 ",
"2851 N Linder Ave Chicago, IL 60641","$201,500 ",
"312 N Delphia Ave Park Ridge, IL 60068","$300,000 ",
"3825 Brummel St Skokie, IL 60076","$363,000 ",
"649 Hinman Ave Apt 3N Evanston, IL 60202","$265,500 ",
"2232 Madison Pl Evanston, IL 60202","$300,000 ",
"17947 Loomis Ave Homewood, IL 60430","$425,000 ",
"17949 Hood Ave Homewood, IL 60430","$565,000 ",
"15209 Pine Dr Oak Forest, IL 60452","$795,000 ",
"8310 W Addison St Chicago, IL 60634","$320,000 ",
"2280 Sprucewood Ave Des Plaines, IL 60018","$165,000 ",
"5061 W Gladys Ave Apt A Chicago, IL 60644","$460,000 ",
"2066 Cheshire Dr Hoffman Estates, IL 60192","$164,000 ",
"1410 Stanley Blvd Calumet City, IL 60409","$539,000 ",
"340 Yates Ave Calumet City, IL 60409","$146,500 ",
"1947 N 76th Ave Elmwood Park, IL 60707","$295,000 ",
"3903 N Seeley Ave Unit G Chicago, IL 60618","$125,000 ",
"6114 N Rockwell St Chicago, IL 60659","$370,000 ",
"7734 S Langley Ave Chicago, IL 60619","$815,000 ",
"375 Uvedale Rd Riverside, IL 60546","$169,000 ",
"4240 Elmwood Ave Stickney, IL 60402","$60,000 ",
"2338 W 97th St Chicago, IL 60643","$160,500 ",
"2547 Atlantic St Franklin Park, IL 60131","$119,000 ",
"4501 185th St Country Club Hills, IL 60478","$725,000 ",
"855 Sutton Dr Northbrook, IL 60062","$422,000 ",
"4800 S Chicago Beach Dr Apt 2013N Chicago, IL 60615","$189,000 ",
"9010 S Justine St # 2 Chicago, IL 60620","$132,000 ",
"508 W Winneconna Pkwy Chicago, IL 60620","$260,000 ",
"926 Hartwood Dr Streamwood, IL 60107","$250,000 ",
"2615 W 102nd Pl Chicago, IL 60655","$144,000 ",
"6440 W 89th Pl Oak Lawn, IL 60453","$530,000 ",
"1302 Fore Ct # 910 Wheeling, IL 60090","$500,000 ",
"120 W Oak St Apt 5C Chicago, IL 60610","$150,000 ",
"2113 S Central Park Ave Chicago, IL 60623","$65,000 ",
"1326 Kingsbury Dr Unit 4 Hanover Park, IL 60133","$315,000 ",
"7444 Kildare Ave Skokie, IL 60076","$180,000 ",
"333 W Hubbard St Apt 201 Chicago, IL 60654","$285,000 ",
"16424 Prince Dr South Holland, IL 60473","$575,000 ",
"18501 Alexis Ct Hazel Crest, IL 60429","$755,000 ",
"824 Wisconsin Ave Oak Park, IL 60304","$153,000 ",
"5025 W Oakdale Ave Chicago, IL 60641","$328,500 ",
"23620 S Western Ave Park Forest, IL 60466","$90,500 ",
"14822 Dorchester Ave Dolton, IL 60419","$49,000 ",
"8297 N Washington St Niles, IL 60714","$416,000 ",
"5754 W Lawrence Ave Frnt 3G Chicago, IL 60630","$110,000 ",
"1404 Oak Bluff Ln Lemont, IL 60439","$268,000 ",
"3555 Lee St Skokie, IL 60076","$268,000 ",
"910 W Thomas St Arlington Heights, IL 60004","$160,000 ",
"1140 Jackson Ave River Forest, IL 60305","$153,500 ",
"1414 Forest Ave River Forest, IL 60305","$305,000 ",
"10214 Pacific Ave Franklin Park, IL 60131","$100,000 ",
"2720 W Cortland St Apt 406 Chicago, IL 60647","$836,000 ",
"18247 Eagle Dr Tinley Park, IL 60477","$95,000 ",
"1313 Carol St Park Ridge, IL 60068","$157,500 ",
"759 E Stark Dr Palatine, IL 60074","$285,000 ",
"8546 S Stony Island Ave Chicago, IL 60617","$95,000 ",
"2030 Camden Ln Hanover Park, IL 60133","$215,000 ",
"770 Greenwood Rd Northbrook, IL 60062","$73,000 ",
"2525 W Farragut Ave Apt 2W Chicago, IL 60625","$361,000 ",
"2754 N Hampden Ct Apt 505 Chicago, IL 60614","$226,000 ",
"11652 S Sangamon St Chicago, IL 60643","$1,775,000 ",
"4925 N Ridgeway Ave Chicago, IL 60625","$90,000 ",
"5446 S Luna Ave Chicago, IL 60638","$1,020,000 ",
"5609 W 98th Pl Oak Lawn, IL 60453","$975,000 ",
"7304 W Palos Ave Palos Heights, IL 60463","$80,000 ",
"1125 Gage St Winnetka, IL 60093","$410,000 ",
"424 W 12th St Chicago Heights, IL 60411","$105,000 ",
"15136 Evers St Dolton, IL 60419","$362,500 ",
"2320 S 11th Ave North Riverside, IL 60546","$410,000 ",
"831 Forest Ave Apt 2E Evanston, IL 60202","$135,000 ",
"4690 Green Bridge Ln Hanover Park, IL 60133","$346,000 ",
"1332 W Hubbard St Apt 1E Chicago, IL 60642","$1,600,000 ",
"1440 N Lake Shore Dr Apt 34E Chicago, IL 60610","$605,000 ",
"3817 W 84th Pl Chicago, IL 60652","$455,000 ",
"3835 S Campbell Ave Chicago, IL 60632","$460,000 ",
"1000 W 15th St Unit 116 Chicago, IL 60608","$244,000 ",
"1830 Somerset Ln Northbrook, IL 60062","$213,000 ",
"2142 W Division St Apt 3 Chicago, IL 60622","$60,000 ",
"1511 N Pulaski Rd Chicago, IL 60651","$235,000 ",
"821 W 50th Pl Chicago, IL 60609","$295,000 ",
"7942 W 121st St Palos Park, IL 60464","$606,000 ",
"137 Red Cedar Dr Streamwood, IL 60107","$80,000 ",
"2151 W 116th Pl Chicago, IL 60643","$560,000 ",
"1008 Vine St Streamwood, IL 60107","$550,000 ",
"7396 Cumberland Dr Hanover Park, IL 60133","$60,000 ",
"2185 Burr Oak St Hanover Park, IL 60133","$105,000 ",
"151 S Halsted St Chicago Heights, IL 60411","$125,000 ",
"157 S Halsted St Chicago Heights, IL 60411","$35,000 ",
"110 N Peoria St Unit 407 Chicago, IL 60607","$355,000 ",
"100 Forest Ave Riverside, IL 60546","$264,000 ",
"6004 S Merrimac Ave Chicago, IL 60638","$135,000 ",
"70 W Huron St Apt 307 Chicago, IL 60654","$165,000 ",
"1811 E Darryl Dr Arlington Heights, IL 60004","$152,500 ",
"319 English Oak Ln Streamwood, IL 60107","$745,000 ",
"925 Bonnie Brae Pl River Forest, IL 60305","$1,260,000 ",
"12107 S Indiana Ave Chicago, IL 60628","$370,000 ",
"1025 Rene Ct Park Ridge, IL 60068","$118,000 ",
"9610 Mason Ave Apt 3N Oak Lawn, IL 60453","$178,000 ",
"2730 Westbrook Dr Franklin Park, IL 60131","$195,000 ",
"244 Glendale Rd Glenview, IL 60025","$245,000 ",
"428 S Stone Ave La Grange, IL 60525","$95,000 ",
"407 S Oak Park Ave Apt G Oak Park, IL 60302","$226,000 ",
"1444 N Orleans St Apt 8A Chicago, IL 60610","$172,000 ",
"845 N Kingsbury St Unit 704 Chicago, IL 60610","$255,000 ",
"506 Hillside Dr Streamwood, IL 60107","$1,270,000 ",
"4129 Rutgers Ln Northbrook, IL 60062","$116,000 ",
"1249 S Christiana Ave Chicago, IL 60623","$73,500 ",
"12635 S Justine St Calumet Park, IL 60827","$267,500 ",
"350 Bellwood Ave Bellwood, IL 60104","$73,000 ",
"5711 S Halsted St Chicago, IL 60621","$667,500 ",
"7215 N Kilpatrick Ave Lincolnwood, IL 60712","$199,000 ",
"5329 S Harper Ave # 3 Chicago, IL 60615","$250,000 ",
"633 S Plymouth Ct Apt 609 Chicago, IL 60605","$45,500 ",
"5342 N Winthrop Ave Apt 3W Chicago, IL 60640","$200,000 ",
"1415 W Pratt Blvd Apt 107 Chicago, IL 60626","$89,250 ",
"435 E 89th St Chicago, IL 60619","$543,500 ",
"47 Silo Ridge Rd E Orland Park, IL 60467","$28,000 ",
"18124 Goesel Dr Tinley Park, IL 60487","$349,000 ",
