Address,List_Price ,beds,baths,sq_ft
"1708 S Cumberland Ave Park Ridge, IL 60068","$524,900 ",4,3.5,3.5
"5415 N Sheridan Rd Apt 1101 Chicago, IL 60640","$229,900 ",2,2,"1,250"
"2840 W Glenlake Ave # 2d Chicago, IL 60659","$125,000 ",2,1,1
"4843 N Winthrop Ave Unit 1N Chicago, IL 60640","$299,900 ",3,2,"1,600"
"300 Circle Ave Apt 4I Forest Park, IL 60130","$89,900 ",1,1,650
"6907 W Farragut Ave Chicago, IL 60656","$259,900 ",2,1,1
"1145 Carol Ln Glencoe, IL 60022","$569,000 ",2,2.5,"1,860"
"468 Harmony Dr Wheeling, IL 60090","$216,900 ",3,2.5,"1,670"
"855 Thornwood Ln Glenview, IL 60025","$1,375,000 ",5,6,6
"3750 Davis St Skokie, IL 60076","$679,000 ",5,3,"4,300"
"3838 Wolf Rd Western Springs, IL 60558","$365,000 ",3,1.5,"1,761"
"9761 Elm Ter Des Plaines, IL 60016","$489,900 ",5,2.5,"2,925"
"249 Graemere St Northfield, IL 60093","$425,000 ",1,1.5,"2,379"
"215 Grand Blvd Park Ridge, IL 60068","$1,200,000 ",4,5,"5,500"
"1960 Georgetown Ln Hoffman Estates, IL 60169","$199,900 ",3,2.5,"1,471"
"6945 S Yale Ave Chicago, IL 60621","$52,900 ",4,2,"2,070"
"6534 W 63rd Pl Chicago, IL 60638","$239,900 ",4,2,"1,059"
"1351 S Karlov Ave Chicago, IL 60623","$172,500 ",8,3,3
"200 N Dearborn St Unit 2201 Chicago, IL 60601","$210,500 ",1,1,590
"720 Lincoln Ave Winnetka, IL 60093","$725,000 ",4,3.5,"2,648"
"8152 S Kingston Ave Chicago, IL 60617","$69,900 ",4,1,"1,885"
"2000 S Michigan Ave Apt 102 Chicago, IL 60616","$230,000 ",1,1,900
"5041 W Quincy St Chicago, IL 60644","$162,000 ",3,2,"1,266"
"4074 Picardy Dr Northbrook, IL 60062","$625,000 ",4,2.5,2.5
"7706 Monroe St Forest Park, IL 60130","$399,000 ",4,2,"1,800"
"809 Seers Dr Schaumburg, IL 60173","$895,000 ",6,5,"4,400"
"4250 N Marine Dr Apt 528 Chicago, IL 60613","$159,900 ",1,1,906
"6700 S Brainard Ave Apt 501 Countryside, IL 60525","$298,000 ",2,2,"2,300"
"888 S Plum Grove Rd Apt 214 Palatine, IL 60067","$138,500 ",2,1,992
"4640 N Harding Ave Chicago, IL 60625","$249,000 ",3,,
"11311 S Kedzie Ave Chicago, IL 60655","$310,000 ",5,2,"1,064"
"9507 Kelvin Ln Apt 2331 Schiller Park, IL 60176","$70,000 ",1,1,700
"11936 S Perry Ave Chicago, IL 60628","$169,750 ",4,3,"1,200"
"10025 S Francisco Ave Evergreen Park, IL 60805","$274,900 ",5,3,"2,800"
"1013 Fortuna Ave Park Ridge, IL 60068","$338,000 ",4,2,"1,148"
"8125 S Rhodes Ave Chicago, IL 60619","$199,900 ",4,2,"1,248"
"1211 S Prairie Ave Apt 5905 Chicago, IL 60605","$1,475,000 ",3,3,"2,388"
"130 E Oak St Apt 24C Chicago, IL 60611","$725,000 ",2,2.5,"2,100"
"62 W 105th St Chicago, IL 60628","$5,000 ",,,
"4331 Dubois Blvd Brookfield, IL 60513","$324,900 ",4,2,"2,068"
"3005 Colfax St Evanston, IL 60201","$649,900 ",4,3,"2,437"
"13605 S Keeler Ave Robbins, IL 60472","$42,000 ",3,1.5,912
"38 N Lorel Ave Chicago, IL 60644","$187,000 ",3,1,"1,592"
"2133 W Erie St Chicago, IL 60612","$675,000 ",3,2,2
"3046 W Franklin Blvd Apt 4E Chicago, IL 60612","$232,000 ",2,2,2
"7005 W Henderson St Chicago, IL 60634","$359,999 ",4,2.5,"2,000"
"3440 N Lake Shore Dr Apt 7E Chicago, IL 60657","$179,900 ",1,1,1
"5524 W 103rd Pl Oak Lawn, IL 60453","$279,900 ",4,2.5,"2,132"
"8852 S 55th Ct Oak Lawn, IL 60453","$325,000 ",5,3.5,"2,992"
"4766 Amber Cir Hoffman Estates, IL 60192","$255,000 ",3,2.5,"1,736"
"747 Thatcher Ave River Forest, IL 60305","$519,900 ",3,2.5,"1,700"
"935 W Ellis St Palatine, IL 60067","$849,000 ",4,4,"3,800"
"4512 Kings Walk Dr Apt 1A Rolling Meadows, IL 60008","$134,900 ",2,2,2
"18661 Loras Ln Country Club Hills, IL 60478","$185,000 ",5,2.5,"1,771"
"215 S 15th Ave Maywood, IL 60153","$160,000 ",3,1.5,"1,504"
"223 Highland Rd Inverness, IL 60067","$1,495,000 ",4,4,"5,400"
"18161 Mager Dr Tinley Park, IL 60487","$204,900 ",2,3.5,3.5
"3625 W 115th Pl Chicago, IL 60655","$259,900 ",3,1.5,"1,200"
"665 Anthony Trl Northbrook, IL 60062","$699,000 ",5,5.5,"3,990"
"100 Madison St Maywood, IL 60153","$299,900 ",,,
"189 E Lake Shore Dr Ste 2E Chicago, IL 60611","$2,500,000 ",3,3.5,"3,800"
"7114 W 108th St Apt 301 Worth, IL 60482","$129,900 ",2,1,"1,000"
"333 W 118th St Chicago, IL 60628","$149,900 ",3,2,"1,256"
"11344 W Monticello Pl Westchester, IL 60154","$519,000 ",3,3.5,"2,550"
"1849 W Greenleaf Ave Apt 3S Chicago, IL 60626","$120,000 ",1,1,"1,000"
"954 W Aspen Ct Palatine, IL 60067","$399,900 ",4,3.5,"3,782"
"10828 Doyle Ct Orland Park, IL 60467","$529,000 ",4,5,"4,000"
"213 S Owen St Mount Prospect, IL 60056","$269,900 ",3,1.5,"1,177"
"5256 W Sunnyside Ave Chicago, IL 60630","$357,000 ",4,2,"1,500"
"663 N Peoria St Apt Gn Chicago, IL 60642","$349,900 ",2,2,"1,250"
"1505 E Cedar Ln Mount Prospect, IL 60056","$349,900 ",3,2.5,"2,000"
"8358 S Phillips Ave Chicago, IL 60617","$110,999 ",4,2,"1,814"
"21 Kristin Dr Unit 1102 Schaumburg, IL 60195","$144,900 ",2,1,"1,006"
"2635 W Jarlath St Chicago, IL 60645","$449,000 ",5,2.5,"3,000"
"15029 Lincoln Ave Harvey, IL 60426","$68,000 ",4,1,"2,385"
"2013 W Spring Ridge Dr Arlington Heights, IL 60004","$254,900 ",3,2,"1,328"
"825 E Grant Dr Des Plaines, IL 60016","$319,000 ",3,2,"1,800"
"304 S Wilshire Ln Arlington Heights, IL 60004","$449,900 ",4,2.5,"2,800"
"1300 N State Pkwy Apt 701 Chicago, IL 60610","$3,250,000 ",3,3.5,"3,945"
"650 Park Dr Flossmoor, IL 60422","$216,000 ",4,2.5,"2,337"
"3425 Harrison St Evanston, IL 60201","$449,900 ",3,2.5,"2,454"
"9506 Lavergne Ave Skokie, IL 60077","$305,000 ",3,2,"1,368"
"5401 S Maryland Ave Chicago, IL 60615","$569,000 ",4,2.5,"1,596"
"1775 Jefferson Ave Glenview, IL 60025","$234,650 ",2,1.5,"1,100"
"1010 Manor Dr Wilmette, IL 60091","$499,900 ",5,3,3
"945 Princeton Ave Matteson, IL 60443","$94,500 ",3,1.5,"1,225"
"4140 Birchwood Rd Richton Park, IL 60471","$74,500 ",3,1,900
"8138 Circle Dr Palos Hills, IL 60465","$349,000 ",3,2.5,2.5
"11732 S Campbell Ave Chicago, IL 60655","$194,900 ",2,1.5,"1,132"
"18426 Perth Ave Homewood, IL 60430","$289,900 ",4,3,"2,138"
"1235 S Prairie Ave Apt 801 Chicago, IL 60605","$674,900 ",2,2,"1,516"
"7410 W North Ave Apt 203 Elmwood Park, IL 60707","$154,900 ",2,1.5,"1,200"
"3813 W 76th St Chicago, IL 60652","$149,000 ",2,1,1
"915 W Webster Ave Chicago, IL 60614","$1,300,000 ",6,,
"187 Richton Rd Steger, IL 60475","$89,900 ",3,2.5,"1,573"
"3039 W Jarlath St Chicago, IL 60645","$449,900 ",4,2.5,"1,600"
"14331 Kenwood Ave Dolton, IL 60419","$79,900 ",3,2,"1,206"
"4008 W Wellington Ave Apt 3 Chicago, IL 60641","$145,000 ",2,1,900
"551 W 16th St Chicago Heights, IL 60411","$165,900 ",4,3,"1,252"
"3114 Olive Rd Homewood, IL 60430","$225,000 ",4,3,"2,924"
"2426 Dundonald Rd Flossmoor, IL 60422","$495,000 ",5,4.5,"5,151"
"1905 Sequoia Dr Hanover Park, IL 60133","$229,900 ",3,2,"1,773"
"6700 S Brainard Ave Apt 103 Countryside, IL 60525","$136,000 ",2,2,"1,150"
"3404 W 73rd Pl Chicago, IL 60629","$165,000 ",2,1,912
"6650 S Seeley Ave Chicago, IL 60636","$119,500 ",7,,
"9670 Franklin Ave Unit 411 Franklin Park, IL 60131","$169,000 ",2,2,"1,260"
"4701 N Oconto Ave Harwood Heights, IL 60706","$375,000 ",4,2.5,"1,613"
"901 W 123rd St Calumet Park, IL 60827","$9,900 ",,,
"2952 142nd Pl Blue Island, IL 60406","$299,000 ",4,3,"2,657"
"13809 Creek Crossing Dr Orland Park, IL 60467","$649,900 ",4,3.5,"3,240"
"13869 Creek Crossing Dr Orland Park, IL 60467","$569,900 ",4,2.5,"2,820"
"8943 W 91st Pl Hickory Hills, IL 60457","$239,900 ",3,1.5,"1,516"
"212 Glenwood Ave Willow Springs, IL 60480","$180,000 ",,,
"1132 Rossell Ave Oak Park, IL 60302","$343,000 ",3,1.5,"1,172"
"8128 S Francisco Ave Chicago, IL 60652","$199,900 ",3,2,"1,373"
"8943 S Richmond Ave Evergreen Park, IL 60805","$254,900 ",4,2,"1,455"
"1305 N Baldwin Ct Unit 1C Palatine, IL 60074","$76,500 ",2,1,900
"557 S Mount Prospect Rd Des Plaines, IL 60016","$254,900 ",3,1.5,"1,225"
"4126 N Kimball Ave Chicago, IL 60618","$440,000 ",4,2,2
"11839 S Harding Ave Alsip, IL 60803","$85,000 ",3,1.5,"1,024"
"4312 N Lawndale Ave Chicago, IL 60618","$364,900 ",5,2,"2,120"
"3301 N Harding Ave Chicago, IL 60618","$1,050,000 ",,,
"1254 S Sawyer Ave Chicago, IL 60623","$99,000 ",6,,
"1433 Perry St Apt 203 Des Plaines, IL 60016","$204,900 ",2,2,"1,400"
"1625 Sunset Ridge Rd Glenview, IL 60025","$699,900 ",3,2.5,"2,836"
"1800 Clover Rd Northbrook, IL 60062","$624,999 ",5,3.5,"3,519"
"15638 Clyde Ave South Holland, IL 60473","$250,000 ",4,2,"1,343"
"8337 S Kerfoot Ave Chicago, IL 60620","$91,000 ",3,1,"1,044"
"6943 S Paulina St Chicago, IL 60636","$5,000 ",,,
"2422 S 2nd Ave North Riverside, IL 60546","$279,500 ",4,2.5,"1,423"
"319 Forest Ave River Forest, IL 60305","$779,900 ",5,3,"3,072"
"8931 Sandra Ln Hickory Hills, IL 60457","$289,900 ",5,2.5,"1,850"
"2143 W Wellington Ave Unit 206 Chicago, IL 60618","$325,000 ",2,2,"1,299"
"10329 S California Ave Chicago, IL 60655","$469,900 ",3,3.5,"1,350"
"1244 W Monroe St Unit 7 Chicago, IL 60607","$515,000 ",2,2,"1,589"
"13530 Arctic Ln Lemont, IL 60439","$469,000 ",4,2.5,"2,991"
"60 E Monroe St Chicago, IL 60603","$468,000 ",1,1.5,975
"14411 S Eggleston Ave Riverdale, IL 60827","$112,900 ",4,2.5,"1,496"
"101 E Palatine Rd Prospect Heights, IL 60070","$348,000 ",6,1.5,"2,820"
"224 N Boynton Dr Palatine, IL 60074","$309,900 ",3,1.5,1.5
"635 N Dearborn St Apt 2704 Chicago, IL 60654","$659,000 ",3,2,"1,720"
"25 E Superior St Apt 3902 Chicago, IL 60611","$1,400,000 ",3,3,"2,610"
"4800 S Chicago Beach Dr Apt 203N Chicago, IL 60615","$90,000 ",1,1,796
"2042 N Racine Ave # 301 Chicago, IL 60614","$799,000 ",2,2,"1,300"
"1330 Perry St Apt 308 Des Plaines, IL 60016","$214,900 ",2,2,"1,380"
"819 Graceland Ave Apt 502 Des Plaines, IL 60016","$299,900 ",2,2,"1,600"
"390 S Western Ave Apt 208 Des Plaines, IL 60016","$228,800 ",2,2,"1,571"
"910 S Michigan Ave Apt 611 Chicago, IL 60605","$429,000 ",2,2,"1,600"
"4427 N Springfield Ave Chicago, IL 60625","$399,000 ",4,3,3
"9718 S Claremont Ave Chicago, IL 60643","$385,000 ",3,1.5,"1,700"
"2905 Hickory Rd Homewood, IL 60430","$212,900 ",4,2.5,"1,929"
"581 Harvey Ave Des Plaines, IL 60016","$172,500 ",4,2,"1,363"
"5904 W Giddings St Chicago, IL 60630","$260,000 ",4,3,"1,548"
"4835 Cypress Dr Hillside, IL 60162","$230,000 ",3,2,"1,250"
"1023 Muirfield Rd Inverness, IL 60067","$925,000 ",5,5,"4,528"
"2217 N Lawndale Ave Chicago, IL 60647","$449,900 ",3,2,"1,600"
"2435 N Ashland Ave Chicago, IL 60614","$450,000 ",,,
"6151 W Gunnison St Chicago, IL 60630","$339,950 ",6,3,"1,376"
"14310 S Union Ave Riverdale, IL 60827","$49,000 ",2,1,900
"1464 N Chelsea Ave Palatine, IL 60067","$154,900 ",2,1,766
"1635 N Newcastle Ave Chicago, IL 60707","$349,900 ",6,2.5,"2,014"
"8516 Central Ave Burbank, IL 60459","$189,900 ",3,2,2
"5200 S Ellis Ave Apt 412 Chicago, IL 60615","$140,000 ",1,1,850
"803 Derbyshire Ln Prospect Heights, IL 60070","$474,900 ",4,2.5,"3,159"
"4055 S Calumet Ave Apt 2 Chicago, IL 60653","$124,500 ",3,1,"1,100"
"6250 Misty Pines Dr Unit 4 Tinley Park, IL 60477","$155,000 ",2,2,"1,560"
"9017 Concord Ln Unit D Justice, IL 60458","$199,900 ",2,2.5,"2,017"
"Chicago, IL 60636","$34,000 ",3,1,800
"420 E Waterside Dr Unit 3314 Chicago, IL 60601","$1,249,500 ",3,3,"1,887"
"6332 W Estes Ave Chicago, IL 60646","$398,000 ",2,1,"1,205"
"8 W Monroe St Chicago, IL 60603","$299,000 ",2,2,"1,004"
"2415 E Olive St Apt 2K Arlington Heights, IL 60004","$154,900 ",2,1.5,1.5
"6588 Pine Lake Dr Tinley Park, IL 60477","$153,000 ",2,1.5,"1,400"
"7817 S Christiana Ave Chicago, IL 60652","$215,000 ",4,2,"1,004"
"2330 Ridge Dr Northbrook, IL 60062","$899,900 ",3,2,"2,049"
"120 N Northwest Hwy Apt 507 Park Ridge, IL 60068","$499,900 ",2,2,"1,633"
"3641 S Union Ave Chicago, IL 60609","$479,000 ",8,,
"34 N Elmhurst Rd Wheeling, IL 60090","$999,999 ",,,
"7258 Heather Trl Justice, IL 60458","$272,000 ",3,2,"1,389"
"11424 S Normandy Ave Worth, IL 60482","$179,900 ",3,1,"1,551"
"52 Brookside Dr Lemont, IL 60439","$199,900 ",,,
"18135 Bramlett Dr Tinley Park, IL 60487","$305,900 ",3,3,"1,993"
"21 Iliad Dr Tinley Park, IL 60477","$225,000 ",3,2.5,"1,836"
"2249 Glenwood Dyer Rd Lynwood, IL 60411","$297,500 ",3,2,900
"1509 Sheridan Ct # L Wheeling, IL 60090","$357,000 ",3,3,3
"1306 W 98th St Chicago, IL 60643","$225,000 ",5,3,"1,572"
"1323 N Baldwin Ct Unit 2B Palatine, IL 60074","$83,000 ",2,1,850
"18111 Mager Dr Tinley Park, IL 60487","$199,999 ",3,2.5,"1,300"
"2301 Longacres Ln Palatine, IL 60067","$474,900 ",4,2.5,"2,473"
"4240 N Keystone Ave Apt 3C Chicago, IL 60641","$220,000 ",2,2,925
"323 W Elm St Arlington Heights, IL 60004","$239,900 ",3,1,"1,300"
"183 N East River Rd Unit E6 Des Plaines, IL 60016","$264,900 ",4,2.5,"2,100"
"4253 W Cullerton St Chicago, IL 60623","$199,000 ",4,,
"4706 151st St Oak Forest, IL 60452","$199,900 ",3,1.5,"1,172"
"3013 Ridge Rd Lansing, IL 60438","$140,000 ",3,2,"1,100"
"916 W Fullerton Ave Apt 1 Chicago, IL 60614","$350,000 ",2,1,"1,000"
"8112 W Courtland Ave Norridge, IL 60706","$409,900 ",3,1,"1,098"
"5696 Caribou Ln Hoffman Estates, IL 60192","$379,900 ",4,2.5,"2,826"
"580 Vernon Ave Glencoe, IL 60022","$689,000 ",4,2.5,"2,104"
"3634 W Polk St Chicago, IL 60624","$179,900 ",4,2,2
"5051 Greenleaf St Skokie, IL 60077","$329,000 ",3,2,"1,700"
"14451 S Ravinia Ave Orland Park, IL 60462","$199,900 ",2,1.5,"1,250"
"1715 W Leland Ave Apt 2 Chicago, IL 60640","$409,900 ",3,2,2
"1820 N Spaulding Ave Apt 308 Chicago, IL 60647","$294,900 ",2,1,"1,064"
"2642 N Lincoln Ave Chicago, IL 60614","$1,400,000 ",,,
"5640 S Green St Chicago, IL 60621","$32,000 ",5,,
"4225 N Mallard Dr Unit 2 Arlington Heights, IL 60004","$185,000 ",2,2,2
"7231 W 84th St Bridgeview, IL 60455","$380,000 ",7,,
"2302 Hyde Ct Schaumburg, IL 60194","$149,900 ",2,1.5,1.5
"7121 Coachwood Trl # 5B Tinley Park, IL 60477","$149,999 ",2,2.5,"1,400"
"2233 N Kilpatrick Ave Chicago, IL 60639","$234,900 ",3,2,"1,050"
"924 Casey Ct Apt 4 Schaumburg, IL 60173","$144,900 ",2,1.5,"1,000"
"1754 Biesterfield Rd Elk Grove Village, IL 60007","$449,900 ",4,3.5,"2,398"
"530 W Shady Lane Rd Palatine, IL 60074","$260,000 ",3,2,"1,486"
"2541 Thatcher Ave Apt 1D River Grove, IL 60171","$115,000 ",2,1,850
"6150 W Barry Ave Chicago, IL 60634","$279,000 ",3,1,"1,050"
"1000 N Marion St Oak Park, IL 60302","$589,000 ",4,3.5,"3,354"
"1331 N Harlem Ave Apt 4 Oak Park, IL 60302","$129,900 ",1,1,1
"123 W Oak St Apt L Chicago, IL 60610","$1,099,000 ",3,3.5,"3,200"
"1932 Buckingham Ave Westchester, IL 60154","$329,000 ",5,3,"2,200"
"5846 W Cortland St Chicago, IL 60639","$304,900 ",4,,
"10616 Nevada Ave Melrose Park, IL 60164","$225,000 ",3,2,"1,836"
"444 W 61st Pl Chicago, IL 60621","$215,000 ",9,,
"2355 W Congress Pkwy Apt 1 Chicago, IL 60612","$199,000 ",2,2,"1,200"
"1914 Everett Ave Des Plaines, IL 60018","$299,000 ",3,1.5,"1,420"
"708 W Berkley Dr Arlington Heights, IL 60004","$300,000 ",4,2,"2,462"
"3129 Holden Cir Matteson, IL 60443","$169,900 ",3,2.5,"1,787"
"4942 S Princeton Ave Chicago, IL 60609","$35,000 ",4,3,3
"8050 S Bishop St Chicago, IL 60620","$184,700 ",4,2,"1,500"
"1323 Harvey Ave Berwyn, IL 60402","$99,900 ",2,2,836
"75 Boardwalk Pl Unit 304 Park Ridge, IL 60068","$359,000 ",2,2,"1,900"
"14424 Drexel Ave Dolton, IL 60419","$129,900 ",3,2,"1,066"
"8623 S Bishop St Chicago, IL 60620","$164,900 ",7,2.5,"1,102"
"2815 Lexington Dr Hazel Crest, IL 60429","$79,900 ",3,1,"1,900"
"1419 Braeborn Ct # M Wheeling, IL 60090","$265,000 ",2,2.5,"1,800"
"5036 W Pensacola Ave Unit 207 Chicago, IL 60641","$258,000 ",2,2,"1,300"
"104 Big Oaks Rd Streamwood, IL 60107","$239,900 ",5,2,"1,600"
"3239 S May St Chicago, IL 60608","$625,000 ",,,
"480 Cherry Hill Ct Schaumburg, IL 60193","$510,975 ",5,2.5,"3,021"
"10317 S Central Park Ave Chicago, IL 60655","$254,499 ",5,2,"1,241"
"7538 161st Pl Tinley Park, IL 60477","$260,000 ",3,3,"1,656"
"3439 N Kedzie Ave Chicago, IL 60618","$649,000 ",4,3.5,"4,100"
"6801 N Algonquin Ave Chicago, IL 60646","$455,000 ",4,2,2
"2004 S Ashland Ave Park Ridge, IL 60068","$574,900 ",4,3.5,"2,660"
"2411 N Clark St Chicago, IL 60614","$100,000 ",,,
"5200 S Ellis Ave Apt 416 Chicago, IL 60615","$149,900 ",1,1,852
"18343 Stewart Ave Homewood, IL 60430","$210,000 ",5,3,"2,174"
"6346 S Wood St Chicago, IL 60636","$10,000 ",3,1,"1,800"
"1473 Edgewood Ln Winnetka, IL 60093","$600,000 ",4,2.5,"2,736"
"107 Alder Ct Rolling Meadows, IL 60008","$344,900 ",4,3,"2,650"
"108 White Oak Ct Apt 9 Schaumburg, IL 60195","$165,000 ",2,1.5,"1,181"
"2663 Julian Ter River Grove, IL 60171","$389,900 ",4,4,"2,276"
"116 Elmore St Park Ridge, IL 60068","$619,000 ",4,3.5,"2,500"
"936 Marengo Ave Forest Park, IL 60130","$447,500 ",8,,
"4232 N Harding Ave Apt 1N Chicago, IL 60618","$369,000 ",3,3,"2,800"
"418 Prairie Ave Wilmette, IL 60091","$1,689,000 ",5,5.5,"5,700"
"7627 S Vernon Ave Chicago, IL 60619","$110,000 ",3,1,"1,300"
"15633 Julies Way Orland Park, IL 60462","$549,900 ",4,2.5,"3,343"
"9736 S Kolmar Ave Oak Lawn, IL 60453","$259,900 ",4,2,"2,000"
"117 N Peartree Ln Arlington Heights, IL 60004","$315,000 ",2,1.5,"1,571"
"2736 Melrose Ave Melrose Park, IL 60164","$264,900 ",3,2,"1,323"
"129 E Bellevue Pl Apt 804 Chicago, IL 60611","$215,000 ",1,1,725
"1530 S State St Apt 817 Chicago, IL 60605","$359,900 ",2,2,"1,253"
"959 W 36th Pl Unit 3 Chicago, IL 60609","$503,900 ",3,2.5,"2,507"
"100 E Walton St Apt 16H Chicago, IL 60611","$215,000 ",1,1,1
"819 Albion Ave Park Ridge, IL 60068","$474,900 ",,,
"525 Sycamore Ln Wheeling, IL 60090","$399,900 ",4,2.5,"2,430"
"2431 N Burling St # 1 Chicago, IL 60614","$1,995,000 ",5,4.5,"4,600"
"5739 N Ridge Ave Chicago, IL 60660","$189,500 ",2,1,1
"9738 Reeves Ct Franklin Park, IL 60131","$199,900 ",4,3.5,"2,193"
"850 W Adams St Apt 4D Chicago, IL 60607","$999,500 ",2,2,"2,300"
"315 Sunset Ct Northbrook, IL 60062","$799,000 ",4,3.5,"2,284"
"9840 W 58th St Countryside, IL 60525","$350,000 ",4,2,"1,700"
"1835 Norman Blvd Park Ridge, IL 60068","$599,000 ",4,2.5,"2,565"
"591 W Kathleen Dr Des Plaines, IL 60016","$315,000 ",4,2.5,"1,199"
"652 W Melrose St # 1 Chicago, IL 60657","$445,000 ",4,2,2
"811 Woodglen Ln Lemont, IL 60439","$574,900 ",3,3,"2,173"
"4642 Linden Ave Glenview, IL 60025","$365,000 ",4,2,"1,892"
"814 Derbyshire Ln Prospect Heights, IL 60070","$475,000 ",4,3.5,"2,312"
"5617 W 23rd Pl Cicero, IL 60804","$199,000 ",3,1,"1,100"
"16352 Kenwood Ave South Holland, IL 60473","$244,900 ",4,2.5,"2,493"
"14324 Springfield Ave Midlothian, IL 60445","$199,000 ",3,2,2
"201 E 13th St Chicago Heights, IL 60411","$85,000 ",3,1,"3,800"
"330 Newberry Ave La Grange Park, IL 60526","$579,900 ",4,3,"2,700"
"5331 W Berteau Ave Chicago, IL 60641","$465,000 ",4,3.5,"3,633"
"7306 S Damen Ave Chicago, IL 60636","$19,900 ",3,2,945
"904 N Leamington Ave Chicago, IL 60651","$164,900 ",5,2.5,"1,618"
"8246 S May St Chicago, IL 60620","$80,000 ",7,,
"9730 Koch Ct Unit 1B Orland Park, IL 60467","$230,000 ",3,2,"1,719"
"2013 Dobson St Evanston, IL 60202","$299,000 ",3,1,"1,376"
"1927 W Morse Ave Chicago, IL 60626","$549,900 ",6,,
"2428 Erie St River Grove, IL 60171","$387,500 ",4,3.5,"2,000"
"5555 S Everett Ave Apt B3-4 Chicago, IL 60637","$560,000 ",3,4.5,"3,800"
"5415 N Sheridan Rd Apt 1114 Chicago, IL 60640","$126,000 ",1,1,700
"2620 W 89th Pl Evergreen Park, IL 60805","$171,500 ",3,1,"1,000"
"2521 W Congress Pkwy Apt 4 Chicago, IL 60612","$214,900 ",2,2,"1,250"
"370 Prairie Ave Calumet City, IL 60409","$219,000 ",6,,
"517 W 43rd St Chicago, IL 60609","$384,000 ",3,,
"860 Marion Way Chicago Heights, IL 60411","$129,150 ",3,1,"1,469"
"1320 N Wolcott Ave Apt 1 Chicago, IL 60622","$449,700 ",4,4,"2,800"
"208 N Oak Park Ave Apt 3HH Oak Park, IL 60302","$137,000 ",1,1,1
"2916 W Rosemont Ave Apt 1 Chicago, IL 60659","$142,800 ",2,1,800
"57 E Delaware Pl Apt 3005 Chicago, IL 60611","$1,099,000 ",3,2.5,"1,855"
"347 Arbor Glen Blvd Schaumburg, IL 60195","$399,900 ",4,3.5,"2,494"
"114 Lincoln Ave Apt 1A Riverside, IL 60546","$129,900 ",2,1,850
"175 E Delaware Pl Apt 6012 Chicago, IL 60611","$489,000 ",1,2,"1,261"
"8640 S Muskegon Ave Chicago, IL 60617","$115,000 ",5,,
"1041 Ridge Rd Unit 220 Wilmette, IL 60091","$450,000 ",2,2,"1,345"
"13 Graymoor Ln Olympia Fields, IL 60461","$450,000 ",5,3.5,"3,327"
"1526 Carson Ct Homewood, IL 60430","$279,900 ",4,3.5,3.5
"4530 W 93rd St Apt 3F Oak Lawn, IL 60453","$175,000 ",2,2,"2,000"
"136 S Ash St Palatine, IL 60067","$219,900 ",2,1,824
"609 S Highland Ave Arlington Heights, IL 60005","$280,000 ",3,1,"1,069"
"192 Grove Ave Unit A Des Plaines, IL 60016","$145,000 ",2,2,"1,340"
"428 S Maple Ave Apt 1N Oak Park, IL 60302","$179,000 ",2,1,"1,508"
"2300 W Wabansia Ave Apt 205 Chicago, IL 60647","$305,000 ",1,1,1
"345 N Canal St Apt 502 Chicago, IL 60606","$309,000 ",1,1,"1,250"
"3001 S Michigan Ave Unit 902 Chicago, IL 60616","$165,000 ",2,2,"1,100"
"9349 178th St Tinley Park, IL 60487","$329,000 ",4,2.5,"2,600"
"16210 Lockwood Ave Oak Forest, IL 60452","$160,000 ",2,1.5,"1,450"
"709 Blue Ridge Dr Streamwood, IL 60107","$464,900 ",6,5,"5,293"
"14647 Greenwood Rd Dolton, IL 60419","$25,000 ",2,1.5,"1,000"
"600 N Christiana Ave Chicago, IL 60624","$1,198,000 ",,,
"801 S Plymouth Ct Unit F Chicago, IL 60605","$509,900 ",3,2.5,2.5
"4336 S Greenwood Ave Chicago, IL 60653","$550,000 ",5,4.5,"3,126"
"305 Windsor St Park Forest, IL 60466","$65,000 ",3,1,"1,110"
"4501 S Richmond St Chicago, IL 60632","$189,900 ",6,,
"1434 N Laramie Ave Chicago, IL 60651","$219,900 ",5,,
"2300 W Wabansia Ave Apt 339 Chicago, IL 60647","$365,000 ",2,1.5,"1,150"
"13016 S Exchange Ave Chicago, IL 60633","$134,500 ",2,1,915
"1943 Thornwood Ln Northbrook, IL 60062","$299,000 ",3,1,1
"4950 N Marine Dr Apt 707 Chicago, IL 60640","$155,000 ",2,1,"1,000"
"144 S Forest Ave Palatine, IL 60074","$299,900 ",3,2.5,"1,800"
"5300 S Shore Dr Apt 36 Chicago, IL 60615","$67,900 ",1,1,568
"7722 S Champlain Ave Chicago, IL 60619","$79,900 ",3,1,"1,328"
"5829 Lynwood Dr Oak Lawn, IL 60453","$200,000 ",3,2.5,"1,928"
"1313 Norwell Ln Schaumburg, IL 60193","$288,000 ",4,1.5,"1,084"
"5620 S Ashland Ave Chicago, IL 60636","$100,000 ",4,,
"1104 S Knight Ave Park Ridge, IL 60068","$374,500 ",4,2,2
"9710 S Avenue L Chicago, IL 60617","$119,000 ",11,,
"105 W Thomas St Arlington Heights, IL 60004","$275,000 ",4,2.5,"1,248"
"530 N Lake Shore Dr Chicago, IL 60611","$459,900 ",1,1.5,"1,028"
"722 N Helgesen St Palatine, IL 60074","$325,000 ",4,3,"1,650"
